GENDER,CAR,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FAMILY SIZE,AGE,INCOME,SOCIAL_STABILITY,SOCIAL_EXPOSURE,SOCIAL_QUALITY,LOAN_SOCIAL_VAR,LOAN_APPROVAL
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,52648,0.31,0.12,0.1,0.002016,1
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,28693,0.32,0.56,0.03,0.035409,0
F,Y,Working,Incomplete higher,Single / not married,House / apartment,2,32,33152,0.31,0.21,0.87,0.00444,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,34,26486,0.32,0.11,0.1,0.006216,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,34,50788,0.32,0.12,0.03,0.056637,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,34,41229,0.32,0.56,0.87,0.00341,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,30607,0.32,0.21,0.1,0.001116,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,31391,0.31,0.11,0.03,0.151032,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,43857,0.31,0.12,0.87,0.00651,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,40016,0.32,0.56,0.1,0.001023,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,24202,0.37,0.21,0.03,0.032364,0
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,25361,0.37,0.11,0.87,0.01792,0
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,40691,0.37,0.12,0.1,0.001953,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,53034,0.31,0.56,0.03,0.030624,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,45978,0.31,0.21,0.87,0.00384,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,3,41,48750,0.31,0.11,0.1,0.005376,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,51,57947,0.31,0.12,0.03,0.058464,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,51,37701,0.31,0.56,0.87,0.00341,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,51,25216,0.31,0.21,0.1,0.001116,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,42845,0.31,0.11,0.03,0.155904,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,33848,0.32,0.12,0.87,0.00777,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,57329,0.31,0.56,0.1,0.001221,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,25129,0.32,0.21,0.03,0.038628,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,29195,0.32,0.11,0.87,0.01736,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,53893,0.32,0.12,0.1,0.001953,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,29920,0.32,0.56,0.03,0.029667,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,34544,0.31,0.21,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,51,42090,0.31,0.11,0.1,0.005208,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,6,36,30677,0.32,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,44,36328,0.37,0.56,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,44,52926,0.37,0.21,0.1,0.001152,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,44,43086,0.37,0.11,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,44,40572,0.31,0.12,0.87,0.00672,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,44,24114,0.31,0.56,0.1,0.001056,0
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,44,41055,0.31,0.21,0.03,0.033408,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,35,45742,0.31,0.11,0.87,0.01792,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,35,38078,0.31,0.12,0.1,0.001953,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,35,45029,0.31,0.56,0.03,0.029667,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,35,59845,0.31,0.21,0.87,0.00384,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,35,45942,0.32,0.11,0.1,0.006216,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,35,36306,0.31,0.12,0.03,0.067599,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,41,54283,0.32,0.56,0.87,0.00407,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,41,46796,0.32,0.21,0.1,0.001116,1
F,N,Commercial associate,Higher education,Married,House / apartment,2,41,53897,0.32,0.11,0.03,0.151032,1
M,Y,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,1,27,47896,0.32,0.12,0.87,0.00651,1
M,Y,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,1,27,33675,0.31,0.56,0.1,0.001023,1
M,Y,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,1,27,26478,0.31,0.21,0.03,0.032364,0
M,Y,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,36,36714,0.32,0.11,0.87,0.01736,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,55,21544,0.37,0.12,0.1,0.001953,0
M,Y,Working,Secondary / secondary special,Divorced,With parents,1,46,59574,0.37,0.56,0.03,0.030624,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,52,26145,0.37,0.21,0.87,0.00372,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,52,57279,0.31,0.11,0.1,0.005376,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,52,36432,0.31,0.12,0.03,0.058464,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,53,28157,0.31,0.56,0.87,0.00352,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,57790,0.31,0.21,0.1,0.001152,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,58422,0.31,0.11,0.03,0.151032,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,35800,0.31,0.12,0.87,0.00651,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,35754,0.31,0.56,0.1,0.001056,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,27,59099,0.32,0.21,0.03,0.038628,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,27,29367,0.31,0.11,0.87,0.02072,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,27,27905,0.32,0.12,0.1,0.002331,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,27,20061,0.32,0.56,0.03,0.029667,0
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,42,56037,0.32,0.21,0.87,0.00372,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,42,33806,0.32,0.11,0.1,0.005208,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,42,49744,0.32,0.12,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,43,35842,0.31,0.56,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,43,31768,0.31,0.21,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,43,24659,0.32,0.11,0.03,0.151032,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,43,44720,0.37,0.12,0.87,0.00672,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,43,42219,0.37,0.56,0.1,0.001023,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,58573,0.37,0.21,0.03,0.033408,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,51903,0.31,0.11,0.87,0.01792,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,27105,0.31,0.12,0.1,0.002016,0
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,41014,0.31,0.56,0.03,0.030624,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,33358,0.31,0.21,0.87,0.00372,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,58449,0.31,0.11,0.1,0.005208,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,21010,0.31,0.12,0.03,0.058464,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,53945,0.31,0.56,0.87,0.00407,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,51595,0.32,0.21,0.1,0.001332,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,33115,0.31,0.11,0.03,0.180264,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,42161,0.32,0.12,0.87,0.00651,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,58301,0.32,0.56,0.1,0.001023,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,26207,0.32,0.21,0.03,0.032364,0
F,Y,Working,Higher education,Widow,House / apartment,2,45,53319,0.31,0.11,0.87,0.01736,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,28821,0.37,0.12,0.1,0.001953,0
F,Y,Working,Higher education,Widow,House / apartment,2,45,25585,0.37,0.56,0.03,0.029667,0
F,Y,Working,Higher education,Widow,House / apartment,2,45,52612,0.37,0.21,0.87,0.00372,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,25033,0.31,0.11,0.1,0.005376,0
F,Y,Working,Higher education,Widow,House / apartment,2,45,39111,0.31,0.12,0.03,0.056637,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,55139,0.31,0.56,0.87,0.00352,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,55614,0.31,0.21,0.1,0.001152,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,42841,0.31,0.11,0.03,0.155904,1
F,Y,Working,Higher education,Widow,House / apartment,2,45,29840,0.32,0.12,0.87,0.00672,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,55598,0.31,0.56,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,21831,0.32,0.21,0.03,0.032364,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,36724,0.32,0.11,0.87,0.01792,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,48,39059,0.32,0.12,0.1,0.002331,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,44,57022,0.31,0.56,0.03,0.035409,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,44,42223,0.37,0.21,0.87,0.00444,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,44,49039,0.37,0.11,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,27,51573,0.37,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,27,45870,0.32,0.56,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,27,47972,0.32,0.21,0.1,0.001116,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,27,48642,0.31,0.11,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,27,49253,0.31,0.12,0.87,0.00651,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,42639,0.32,0.56,0.1,0.001023,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,53896,0.37,0.21,0.03,0.033408,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,36094,0.37,0.11,0.87,0.01736,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,52915,0.37,0.12,0.1,0.002016,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,32242,0.31,0.56,0.03,0.030624,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,59479,0.31,0.21,0.87,0.00384,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,29586,0.31,0.11,0.1,0.005376,0
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,26577,0.31,0.12,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,37694,0.31,0.56,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,47432,0.31,0.21,0.1,0.001152,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,49985,0.31,0.11,0.03,0.180264,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,21044,0.32,0.12,0.87,0.00777,0
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,31156,0.31,0.56,0.1,0.001221,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,57454,0.32,0.21,0.03,0.032364,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,38,34605,0.32,0.11,0.87,0.01736,1
M,Y,Working,Incomplete higher,Married,House / apartment,2,57,24789,0.31,0.12,0.1,0.001953,0
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,41,39689,0.31,0.56,0.03,0.029667,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,41,40549,0.32,0.21,0.87,0.00372,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,41,30679,0.37,0.11,0.1,0.005208,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,41,51297,0.37,0.12,0.03,0.056637,1
F,N,Commercial associate,Higher education,Unmarried,With parents,3,31,31528,0.37,0.56,0.87,0.00352,1
F,N,Commercial associate,Higher education,Unmarried,With parents,3,31,51509,0.31,0.21,0.1,0.001116,1
F,N,Commercial associate,Higher education,Unmarried,With parents,3,31,49556,0.31,0.11,0.03,0.155904,1
M,Y,Working,Higher education,Married,With parents,2,30,30336,0.31,0.12,0.87,0.00672,1
M,Y,Working,Higher education,Married,With parents,2,30,51962,0.31,0.56,0.1,0.001056,1
M,Y,Working,Higher education,Married,With parents,2,30,56513,0.31,0.21,0.03,0.033408,1
M,Y,Working,Higher education,Married,With parents,2,30,45543,0.31,0.11,0.87,0.01792,1
M,Y,Working,Higher education,Married,With parents,2,30,54022,0.31,0.12,0.1,0.001953,1
M,Y,Working,Higher education,Married,With parents,2,30,56364,0.32,0.56,0.03,0.029667,1
M,Y,Working,Higher education,Married,With parents,2,30,59762,0.31,0.21,0.87,0.00384,1
M,Y,Working,Higher education,Married,With parents,2,30,37546,0.32,0.11,0.1,0.006216,1
M,Y,Working,Higher education,Married,With parents,2,30,37646,0.32,0.12,0.03,0.067599,1
M,Y,Working,Higher education,Married,With parents,2,30,33429,0.32,0.56,0.87,0.00407,1
M,Y,Working,Higher education,Married,With parents,2,30,26362,0.32,0.21,0.1,0.001116,0
M,Y,Working,Higher education,Married,With parents,2,30,25380,0.31,0.11,0.03,0.151032,1
M,Y,Working,Higher education,Married,With parents,2,30,42128,0.31,0.12,0.87,0.00651,1
M,Y,Working,Higher education,Married,With parents,2,30,45817,0.32,0.56,0.1,0.001023,1
M,Y,Working,Higher education,Married,With parents,2,30,44526,0.37,0.21,0.03,0.032364,1
M,Y,Working,Higher education,Married,With parents,2,30,26883,0.37,0.11,0.87,0.01736,0
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,58672,0.37,0.12,0.1,0.001953,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,31752,0.31,0.56,0.03,0.030624,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,30899,0.31,0.21,0.87,0.00372,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,20059,0.31,0.11,0.1,0.005376,0
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,37484,0.31,0.12,0.03,0.058464,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,29179,0.31,0.56,0.87,0.00352,0
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,46363,0.31,0.21,0.1,0.001116,1
M,N,Working,Secondary / secondary special,Divorced,House / apartment,1,48,26487,0.31,0.11,0.03,0.180264,1
F,N,Working,Secondary / secondary special,Married,Rented apartment,3,40,21058,0.32,0.12,0.87,0.00777,0
F,N,Working,Secondary / secondary special,Married,Rented apartment,3,40,42793,0.31,0.56,0.1,0.001221,1
F,N,Working,Secondary / secondary special,Married,Rented apartment,3,40,44830,0.32,0.21,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Married,Rented apartment,3,40,27396,0.32,0.11,0.87,0.01736,0
F,Y,State servant,Higher education,Married,House / apartment,2,48,32108,0.32,0.12,0.1,0.001953,1
F,Y,State servant,Higher education,Married,House / apartment,2,48,34876,0.32,0.56,0.03,0.029667,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,34617,0.31,0.21,0.87,0.00372,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,22282,0.31,0.11,0.1,0.005376,0
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,23912,0.32,0.12,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,46404,0.37,0.56,0.87,0.00352,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,42275,0.37,0.21,0.1,0.001152,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,54600,0.37,0.11,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Unmarried,House / apartment,2,48,25206,0.31,0.12,0.87,0.00651,0
